# address	works	why
https://ventusltd.github.io/spiders/species/seer-spider/	yes	
https://globalgrid2050.com/solar-bess-topology/	yes	
https://globalgrid2050.com/uk_renewables_pipeline/v7/	yes	
https://ventusltd.github.io/solar-electrical-topology-analysis-engine-text-based/v7-development/	yes	
https://ventusltd.github.io/galaxies-wafers/proof/	yes	
https://globalgrid2050.com/repd_grid_atlasv5/	yes	
https://ventusltd.github.io/gridatlas/atlas/testcode/202609111007/	yes	
https://ventusltd.github.io/galaxies-wafers/iterations/10-ground-bridge/	yes	
https://globalgrid2050.com/solar-bess-topology-v7/	yes	
https://globalgrid2050.com/solar-bess-topology-v2/indexforgis-sld-v2.html	yes	
https://ventusltd.github.io/testcode/sandbox/202609051457/pipeline/	yes	
https://ventusltd.github.io/testcode/sandbox/202609051531/	yes	
https://globalgrid2050.com/solar-bess-topology/indexforgis-sld.html	yes	
https://globalgrid2050.com/homepage_versions/homepage_v118.html	yes	
https://ventusltd.github.io/gridatlas/ui/site/	yes	
https://ventusltd.github.io/testcode/sandbox/202609051850/pipeline/	yes	
https://ventusltd.github.io/testcode/sandbox/202609051845/	yes	
https://globalgrid2050.com/solar-bess-topology-v5/	yes	
https://ventusltd.github.io/gridatlas/atlas/v/202609072329/	yes	
https://ventusltd.github.io/solar-electrical-topology-analysis-engine-text-based/restore-points/2026-07-29-before-24-string-v10/	yes	
https://globalgrid2050.com/uk_renewables_pipeline/v9.5.1/	yes	
https://globalgrid2050.com/solar-bess-topology-v4/	yes	
https://globalgrid2050.com/homepage_versions/homepage_v120.html	yes	
https://globalgrid2050.com/testcode/202609051300/pipeline/	yes	
https://globalgrid2050.com/pipelinenews_intelligence/202608311731/	yes	
https://globalgrid2050.com/pipelinenews_intelligence/202608312037/	yes	
https://ventusltd.github.io/ventus-grid-engine/genome/	yes	
https://globalgrid2050.com/grid_engine/	yes	
https://globalgrid2050.com/homepage_versions/homepage_v115.html	yes	
https://globalgrid2050.com/testcode/202609051623/pipeline/	yes	
https://globalgrid2050.com/solar-bess-topology-v8/bess-pcs-standalone/	yes	
https://ventusltd.github.io/testcode/sandbox/202609051847/pipeline/	yes	
https://globalgrid2050.com/uk_renewables_pipeline/v9.7/	yes	
https://globalgrid2050.com/marketing/showcase.html	yes	
https://globalgrid2050.com/repd_grid_atlasv4/	yes	
https://ventusltd.github.io/solar-electrical-topology-analysis-engine-text-based/restore_points/2026-07-27-v8-leapfrog/index-v6-before-leapfrog.html	yes	
https://ventusltd.github.io/testcode/sandbox/202609051517/pipeline/	yes	
https://ventusltd.github.io/spiders/spider_maya/v1/	yes	
https://ventusltd.github.io/gridatlas/atlas/testcode/202609110242/	yes	
https://ventusltd.github.io/galaxies-wafers/iterations/	yes	
https://globalgrid2050.com/homepage_versions/homepage_v050.html	yes	
https://globalgrid2050.com/testcode/202609051905/pipeline/	yes	
https://globalgrid2050.com/testcode/202609051817/pipeline/	yes	
https://ventusltd.github.io/galaxies-wafers/iterations/04-400kv-engine/	yes	
https://ventusltd.github.io/youengineer-code-review/world-cup-knockout-v5/	yes	
https://ventusltd.github.io/testcode/sandbox/202609051906/pipeline/	yes	
https://globalgrid2050.com/testcode/202609060342/pipeline/	yes	
https://globalgrid2050.com/testcode/202609060318/pipeline/	yes	
https://globalgrid2050.com/testcode/202609060504/atlas/	yes	
https://ventusltd.github.io/testcode/sandbox/202609052008/pipeline/	yes	
https://globalgrid2050.com/homepage_versions/homepage_v040.html	yes	
https://ventusltd.github.io/pipelinenews/releases/202608291447-pipelinenews/	yes	
https://ventusltd.github.io/testcode/sandbox/202609051419/atlas/	yes	
https://globalgrid2050.com/testcode/202609060325/atlas/	yes	
https://globalgrid2050.com/testcode/202609141754/code-navigation/	yes	
https://ventusltd.github.io/galaxies-wafers/iterations/21-dark-pixels/	yes	
https://ventusltd.github.io/galaxies-wafers/iterations/41-golden-angle/	yes	
https://globalgrid2050.com/testcode/202609060418/atlas/	yes	
https://globalgrid2050.com/pipelinenews_intelligence/202609020552/	yes	
https://globalgrid2050.com/pipelinenews_intelligence/202609050216/	yes	
https://globalgrid2050.com/testcode/202609060308/atlas/	yes	
https://globalgrid2050.com/pipelinenews_intelligence/202609020611/	yes	
https://ventusltd.github.io/solar-electrical-topology-analysis-engine-text-based/v8-leapfrog/	yes	
https://globalgrid2050.com/testcode/202609060213/pipeline/	yes	
https://globalgrid2050.com/testcode/202609060300/atlas/	yes	
https://ventusltd.github.io/testcode/table/20260914T144956Z-block-page-inspect/	yes	
https://globalgrid2050.com/uk_renewables_pipeline/dashboard_v5_live.html	yes	
https://globalgrid2050.com/uk_renewables_pipeline/v9.5/	yes	
https://globalgrid2050.com/testcode/202609142225/	yes	
https://globalgrid2050.com/estate_scan/202609021952/	no	its face says: http 404
https://globalgrid2050.com/testcode/202609051927/pipeline/	yes	
https://globalgrid2050.com/pipelinenews_intelligence/202608312339/	yes	
https://globalgrid2050.com/homepage_versions/homepage_v106.html	yes	
https://globalgrid2050.com/testcode/202609051517/pipeline/	yes	
https://globalgrid2050.com/uk_renewables_pipeline/v9.6/	yes	
https://globalgrid2050.com/testcode/20260915050706/	yes	
https://ventusltd.github.io/testcode/sandbox/202609052023/	yes	
https://ventusltd.github.io/testcode/sandbox/202609051958/	yes	
https://globalgrid2050.com/testcode/202609060345/pipeline/	yes	
https://globalgrid2050.com/testcode/202609180120-underground-from-particles/	yes	
https://ventusltd.github.io/testcode/sandbox/202609052015/	yes	
https://globalgrid2050.com/testcode/202609060232/pipeline/	yes	
https://globalgrid2050.com/repd_grid_atlasv6/	yes	
https://globalgrid2050.com/solar-bess-topology-v3/	yes	
https://globalgrid2050.com/status.html	yes	
https://globalgrid2050.com/homepage_versions/homepage_v064.html	yes	
https://ventusltd.github.io/reports/studio/	yes	
https://ventusltd.github.io/solar-electrical-topology-analysis-engine-text-based/progress-dashboard.html	yes	
https://ventusltd.github.io/galaxies-wafers/iterations/22-fast-zoom/	yes	
https://ventusltd.github.io/testcode/sandbox/202609060324/atlas/	no	its face says: COMPOSITION FAILED
https://ventusltd.github.io/pipelinenews/releases/202608270844-v8-fast-candidate.html	yes	
https://ventusltd.github.io/testcode/sandbox/202609060327/atlas/	no	its face says: COMPOSITION FAILED
https://ventusltd.github.io/solar-electrical-topology-analysis-engine-text-based/b9-sandbox/	yes	
https://globalgrid2050.com/testcode/202609060521/atlas/	yes	
https://ventusltd.github.io/testcode/sandbox/202609060320/atlas/	no	its face says: COMPOSITION FAILED
https://ventusltd.github.io/galaxies-wafers/iterations/01-route-alpha/	yes	
https://globalgrid2050.com/time_to_2050/	yes	
https://ventusltd.github.io/testcode/sandbox/202609051940/pipeline/	yes	
https://globalgrid2050.com/homepage_versions/homepage_v041.html	yes	
https://ventusltd.github.io/testcode/sandbox/202609051848/pipeline/	yes	
https://ventusltd.github.io/galaxies-wafers/iterations/30-journey/	yes	
https://ventusltd.github.io/gridatlas/atlas/v/202609062246/	yes	
https://globalgrid2050.com/testcode/202609051419/pipeline/	yes	
https://ventusltd.github.io/testcode/sandbox/202609052028/pipeline/	yes	
https://ventusltd.github.io/testcode/sandbox/202609051953/pipeline/	yes	
https://globalgrid2050.com/uk_renewables_pipeline/v9/	yes	
https://ventusltd.github.io/testcode/sandbox/202609051214/	yes	
https://ventusltd.github.io/galaxies-wafers/iterations/40-same-name-same-body/	yes	
https://ventusltd.github.io/testcode/sandbox/202609051344/pipeline/	yes	
https://ventusltd.github.io/gridatlas/atlas/testcode/202609110849/	yes	
https://globalgrid2050.com/homepage_versions/homepage_v062.html	yes	
https://globalgrid2050.com/testcode/202609051820/pipeline/	yes	
https://globalgrid2050.com/testcode/202609052011/pipeline/	yes	
https://globalgrid2050.com/testcode/202609060204/	yes	
https://ventusltd.github.io/testcode/sandbox/capsules/tool-layers/source-browser/	yes	
https://globalgrid2050.com/testcode/202609051845/pipeline/	yes	
https://ventusltd.github.io/data-gridatlas/202608291237-data-gridatlas/	yes	
https://ventusltd.github.io/galaxies-wafers/iterations/09-deeplink-receiver/	yes	
https://ventusltd.github.io/testcode/sandbox/202609051901/pipeline/	yes	
https://globalgrid2050.com/solar-bess-topology-v8/	yes	
https://globalgrid2050.com/pipelinenews_intelligence/202609022308/	yes	
https://globalgrid2050.com/testcode/202609160258/	yes	
https://globalgrid2050.com/pipelinenews_intelligence/202609050233/	yes	
https://globalgrid2050.com/pipelinenews_intelligence/202609020025/	yes	
https://globalgrid2050.com/pipelinenews_intelligence/202608311858/	yes	
https://globalgrid2050.com/homepage_versions/homepage_v112.html	yes	
https://globalgrid2050.com/pipelinenews_intelligence/202609050309/	yes	
https://ventusltd.github.io/galaxies-wafers/iterations/24-electrification-model/	yes	
https://globalgrid2050.com/homepage_versions/homepage_v029.html	yes	
https://ventusltd.github.io/galaxies-wafers/iterations/46-chemistry-ledger/	yes	
https://globalgrid2050.com/pipelinenews_intelligence/202609012326/	yes	
https://ventusltd.github.io/gridatlas/atlas/v/202609062343/	yes	
https://globalgrid2050.com/testcode/202609052023/pipeline/	yes	
https://ventusltd.github.io/testcode/sandbox/202609051419/	yes	
https://globalgrid2050.com/data/grid_studies_public/texas_ercot_winter_failures.html	yes	
https://globalgrid2050.com/homepage_versions/homepage_v111.html	yes	
https://globalgrid2050.com/testcode/202609142202/	yes	
https://globalgrid2050.com/homepage_versions/homepage_v108.html	yes	
https://globalgrid2050.com/homepage_versions/homepage_v089.html	yes	
https://globalgrid2050.com/homepage_versions/homepage_v104.html	yes	
https://ventusltd.github.io/testcode/sandbox/202609060418/atlas/	no	its face says: COMPOSITION FAILED
https://globalgrid2050.com/testcode/202609051850/pipeline/	yes	
https://globalgrid2050.com/testcode/202609051940/pipeline/	yes	
https://globalgrid2050.com/testcode/202609060509/atlas/	yes	
https://globalgrid2050.com/testcode/202609060334/pipeline/	yes	
https://globalgrid2050.com/employers_competence/	yes	
https://ventusltd.github.io/testcode/sandbox/202609051419/pipeline/	yes	
https://ventusltd.github.io/kuiper-belt/preview-kuiper-belt.html	yes	
https://globalgrid2050.com/pipelinenews_intelligence/202608312109/	yes	
https://ventusltd.github.io/gb-electricity-ui/uk_energy_tracking_v6/	yes	
https://globalgrid2050.com/homepage_versions/homepage_v016.html	yes	
https://ventusltd.github.io/gridatlas/atlas/v/202609012141/	yes	
https://ventusltd.github.io/galaxies-wafers/iterations/02-tunnels/	yes	
https://globalgrid2050.com/testcode/202609141531/	yes	
https://ventusltd.github.io/data-federation-map-for-globalgrid2050-all-repos/live_sandbox/blank_canvas/	yes	
https://ventusltd.github.io/gridatlas/atlas/codex/202609020010/	yes	
https://globalgrid2050.com/homepage_versions/homepage_v055.html	yes	
https://ventusltd.github.io/galaxies-wafers/iterations/32-spider-and-galaxy/	no	its face says: HTTP 404
https://globalgrid2050.com/testcode/202609160207/	yes	
https://ventusltd.github.io/testcode/sandbox/202609052020/pipeline/	yes	
https://globalgrid2050.com/uk_renewables_pipeline/dashboard_v3_live_2026-08-22.html	yes	
https://globalgrid2050.com/homepage_versions/homepage_v033.html	yes	
https://ventusltd.github.io/testcode/sandbox/202609051948/pipeline/	yes	
https://globalgrid2050.com/pipelinenews_intelligence/202608311530/	yes	
https://globalgrid2050.com/homepage_versions/homepage_v035.html	yes	
https://globalgrid2050.com/homepage_versions/homepage_v103.html	yes	
https://ventusltd.github.io/testcode/sandbox/202609060309/atlas/	no	its face says: COMPOSITION FAILED
https://ventusltd.github.io/testcode/sandbox/202609052023/pipeline/	yes	
https://globalgrid2050.com/testcode/202609051958/pipeline/	yes	
https://globalgrid2050.com/homepage_versions/homepage_v105.html	yes	
https://ventusltd.github.io/testcode/sandbox/202609052008/	yes	
https://ventusltd.github.io/testcode/sandbox/202609060447/atlas/	no	its face says: COMPOSITION FAILED
https://ventusltd.github.io/testcode/sandbox/202609141544-browser-evidence/	yes	
https://globalgrid2050.com/uk_renewables_pipeline/v9.6.1/	yes	
https://ventusltd.github.io/testcode/sandbox/202609051845/pipeline/	yes	
https://globalgrid2050.com/pipelinenews_intelligence/202608311800/	yes	
https://globalgrid2050.com/uk_renewables_pipeline/dashboard_v6_live.html	yes	
https://globalgrid2050.com/homepage_versions/homepage_v061.html	yes	
https://ventusltd.github.io/gridatlas/atlas/v/202609071232/	yes	
https://ventusltd.github.io/galaxies-wafers/iterations/05-periodic-table/	yes	
https://ventusltd.github.io/spiders/spider_printer_v1/	yes	
https://globalgrid2050.com/data/grid_studies_public/heathrow_regulator_and_airport_commentary.html	yes	
https://globalgrid2050.com/testcode/202609141423/	yes	
https://globalgrid2050.com/homepage_versions/homepage_v059.html	yes	
https://globalgrid2050.com/homepage_versions/homepage_v026.html	yes	
https://ventusltd.github.io/code-generator/apps/substation-finder/	yes	
https://ventusltd.github.io/galaxies-wafers/iterations/34-cpu-floorplan/	yes	
https://globalgrid2050.com/v11/	yes	
https://ventusltd.github.io/gb-electricity-ui/uk_energy_tracking_v6/generation_history/	yes	
https://ventusltd.github.io/solar-electrical-topology-analysis-engine-text-based/b9-sandbox/tests.html	yes	
https://globalgrid2050.com/pipelinenews_intelligence/202608311645/	yes	
https://globalgrid2050.com/uk_renewables_pipeline/v9.6.2/	yes	
https://globalgrid2050.com/testcode/202609052015/pipeline/	yes	
https://globalgrid2050.com/homepage_versions/homepage_v093.html	yes	
https://globalgrid2050.com/testcode/202609051457/pipeline/	yes	
https://globalgrid2050.com/testcode/202609060320/atlas/	yes	
https://globalgrid2050.com/solar-bess-topology-v6/cable-geometry-visualiser/	yes	
https://globalgrid2050.com/testcode/202609060228/atlas/	yes	
https://globalgrid2050.com/testcode/202609051936/pipeline/	yes	
https://ventusltd.github.io/pipelinenews/releases/202608300309-pipelinenews/	yes	
https://ventusltd.github.io/testcode/sandbox/202609051517/	yes	
https://globalgrid2050.com/testcode/202609150502/	yes	
https://globalgrid2050.com/estate_scan/202609021937/	no	its face says: http 404
https://globalgrid2050.com/homepage_versions/homepage_v021.html	yes	
https://ventusltd.github.io/galaxies-wafers/iterations/31-code-card-everywhere/	yes	
https://ventusltd.github.io/galaxies-wafers/iterations/48-grid-challenge/	yes	
https://globalgrid2050.com/homepage_versions/homepage_v101.html	yes	
https://ventusltd.github.io/testcode/sandbox/202609051531/pipeline/	yes	
https://ventusltd.github.io/solar-electrical-topology-analysis-engine-text-based/v10-development/authority/	no	answered 304
https://ventusltd.github.io/testcode/sandbox/202609051905/	yes	
https://globalgrid2050.com/data/grid_studies_public/bess_transformer_procurement_insurance_exposure.html	yes	
https://globalgrid2050.com/uk_renewables_pipeline/202609061149/	yes	
https://ventusltd.github.io/pipelinenews/releases/202608262141-v8-candidate.html	yes	
https://ventusltd.github.io/testcode/sandbox/202609060228/atlas/	no	its face says: COMPOSITION FAILED
https://ventusltd.github.io/stars/table.html	yes	
https://ventusltd.github.io/youengineer-code-review/civilisation-map.html	yes	
https://globalgrid2050.com/solar-bess-topology-v5/dc-ac-lv-topology-review-v5.html	yes	
https://globalgrid2050.com/pipelinenews_intelligence/202608312114/	yes	
https://globalgrid2050.com/homepage_versions/homepage_v121.html	yes	
https://ventusltd.github.io/gb-electricity-ui/uk_energy_tracking_v6/monolith-reference.html	yes	
https://globalgrid2050.com/uk_renewables_pipeline/dashboard_v4_live.html	yes	
https://globalgrid2050.com/homepage_versions/homepage_v014.html	yes	
https://ventusltd.github.io/testcode/sandbox/202609060517/atlas/	no	its face says: COMPOSITION FAILED
https://ventusltd.github.io/testcode/sandbox/202609060435/atlas/	no	its face says: COMPOSITION FAILED
https://ventusltd.github.io/gridatlas/atlas/v/202609071213/	yes	
https://ventusltd.github.io/testcode/sandbox/202609052020/	yes	
https://ventusltd.github.io/testcode/spider/20260914T143044Z-v1-click-fix/	yes	
https://globalgrid2050.com/solar-bess-topology-v5/cable-geometry-visualiser-v5.html	yes	
https://globalgrid2050.com/homepage_versions/homepage_v030.html	yes	
https://ventusltd.github.io/testcode/sandbox/202609051441/atlas/	yes	
https://globalgrid2050.com/homepage_versions/homepage_v091.html	yes	
https://globalgrid2050.com/testcode/202609051152/pipeline/	yes	
https://ventusltd.github.io/testcode/sandbox/202609141527-numbered-universe/	yes	
https://ventusltd.github.io/galaxies-wafers/iterations/27-earth-radii-and-argument-order/	yes	
https://ventusltd.github.io/testcode/sandbox/202609052015/pipeline/	yes	
https://ventusltd.github.io/testcode/sandbox/202609060441/atlas/	no	its face says: COMPOSITION FAILED
https://globalgrid2050.com/testcode/202609051344/pipeline/	yes	
https://globalgrid2050.com/homepage_versions/homepage_v039.html	yes	
https://ventusltd.github.io/gridatlas/atlas/testcode/202609110310/	yes	
https://ventusltd.github.io/galaxies-wafers/iterations/35-system-journey/	yes	
https://globalgrid2050.com/testcode/202609060447/atlas/	yes	
https://ventusltd.github.io/testcode/sandbox/202609141552-numbered-universe/	yes	
https://ventusltd.github.io/pipelinenews/releases/202609040144-pipelinenews/	yes	
https://globalgrid2050.com/uk_renewables_pipeline/202609051156/	yes	
https://globalgrid2050.com/pipelinenews_intelligence/202609021945/	yes	
https://ventusltd.github.io/testcode/sandbox/202609051927/pipeline/	yes	
https://globalgrid2050.com/homepage_versions/homepage_v096.html	yes	
https://globalgrid2050.com/testcode/202609060441/atlas/	yes	
https://globalgrid2050.com/homepage_versions/homepage_v088.html	yes	
https://globalgrid2050.com/testcode/202609151230/	yes	
https://globalgrid2050.com/pipelinenews_intelligence/202609030009/	yes	
https://globalgrid2050.com/homepage_versions/homepage_v020.html	yes	
https://globalgrid2050.com/homepage_versions/homepage_v057.html	yes	
https://globalgrid2050.com/testcode/202609051844/pipeline/	yes	
https://ventusltd.github.io/testcode/sandbox/202609051848/	yes	
https://ventusltd.github.io/galaxies-wafers/iterations/37-hidden-wires/	yes	
https://ventusltd.github.io/galaxies-wafers/iterations/25-one-feeder/	yes	
https://globalgrid2050.com/homepage_versions/homepage_v013.html	yes	
https://ventusltd.github.io/star-electron-star/proof/	no	its face says: HTTP 404
https://ventusltd.github.io/gb-electricity-ui/uk_energy_tracking_v6/new-build.html	yes	
https://ventusltd.github.io/testcode/sandbox/202609051608/pipeline/	yes	
https://ventusltd.github.io/gridatlas/atlas/v/202609071005/	yes	
https://globalgrid2050.com/homepage_versions/homepage_v048.html	yes	
https://globalgrid2050.com/homepage_versions/homepage_v001.html	yes	
https://globalgrid2050.com/testcode/202609051531/pipeline/	yes	
https://globalgrid2050.com/testcode/202609060528/atlas/	yes	
https://ventusltd.github.io/testcode/sandbox/202609060308/atlas/	no	its face says: COMPOSITION FAILED
https://ventusltd.github.io/testcode/sandbox/202609051441/	yes	
https://ventusltd.github.io/galaxies-wafers/iterations/36-elements-assembly/	yes	
https://ventusltd.github.io/testcode/sandbox/202609060528/atlas/	no	its face says: COMPOSITION FAILED
https://globalgrid2050.com/homepage_versions/homepage_v114.html	yes	
https://ventusltd.github.io/testcode/sandbox/202609060322/atlas/	no	its face says: COMPOSITION FAILED
https://globalgrid2050.com/homepage_versions/homepage_v052.html	yes	
https://globalgrid2050.com/testcode/202609060351/atlas/	yes	
https://globalgrid2050.com/pipelinenews_intelligence/202608312202/	yes	
https://globalgrid2050.com/pipelinenews_intelligence/202608311558/	yes	
https://ventusltd.github.io/galaxies-wafers/iterations/26-apps-layers-substrate/	yes	
https://ventusltd.github.io/testcode/sandbox/202609051152/pipeline/	yes	
https://globalgrid2050.com/pipelinenews_intelligence/202608311343/	yes	
https://ventusltd.github.io/spiders/species/federation-spider/	yes	
https://globalgrid2050.com/uk_renewables_pipeline/202609081016/	yes	
https://globalgrid2050.com/uk_renewables_pipeline/dashboard_v3_2026-08-22.html	yes	
https://ventusltd.github.io/galaxies-wafers/atlas/	yes	
https://ventusltd.github.io/testcode/sandbox/202609051623/	yes	
https://ventusltd.github.io/solar-electrical-topology-analysis-engine-text-based/v7-development/feed-i/	yes	
https://ventusltd.github.io/data-federation-map-for-globalgrid2050-all-repos/dashboard/sandbox/spider_full_po_test.html	yes	
https://ventusltd.github.io/testcode/sandbox/202609051844/	yes	
https://globalgrid2050.com/testcode/202609051214/pipeline/	yes	
https://ventusltd.github.io/data-federation-map-for-globalgrid2050-all-repos/dashboard/sandbox/federation_radial_uniform.html	yes	
https://ventusltd.github.io/testcode/sandbox/202609051932/pipeline/	yes	
https://globalgrid2050.com/estate_scan/202609021924/	yes	
https://globalgrid2050.com/pipelinenews_intelligence/202609031308/	yes	
https://globalgrid2050.com/testcode/202609060158/	yes	
https://globalgrid2050.com/homepage_versions/homepage_v074.html	yes	
https://globalgrid2050.com/homepage_versions/homepage_v032.html	yes	
https://ventusltd.github.io/gridatlas/atlas/v/202609070913/	yes	
https://ventusltd.github.io/testcode/sandbox/202609051441/pipeline/	yes	
https://globalgrid2050.com/employers_requirments_large_scale_solar/print/	yes	
https://globalgrid2050.com/estate_scan/202609021858/	yes	
https://globalgrid2050.com/testcode/202609051901/pipeline/	yes	
https://globalgrid2050.com/data/grid_studies_public/california_market_design_operational_reliability.html	yes	
https://ventusltd.github.io/solar-electrical-topology-analysis-engine-text-based/v8-leapfrog/tests.html	yes	
https://globalgrid2050.com/homepage_versions/homepage_v022.html	yes	
https://globalgrid2050.com/data/grid_studies_public/heathrow_north_hyde_substation_fire.html	yes	
https://globalgrid2050.com/testcode/202609060435/atlas/	yes	
https://ventusltd.github.io/testcode/sandbox/202609052028/	yes	
https://globalgrid2050.com/202608300453-atlas-v9/	yes	
https://ventusltd.github.io/testcode/sandbox/202609060353/atlas/	no	its face says: COMPOSITION FAILED
https://globalgrid2050.com/homepage_versions/homepage_v036.html	yes	
https://ventusltd.github.io/stars/modular-star/universe-viewer/	no	its face says: HTTP 404
https://ventusltd.github.io/testcode/sandbox/202609051958/pipeline/	yes	
https://ventusltd.github.io/data-federation-map-for-globalgrid2050-all-repos/live_sandbox/football_one_card/	yes	
https://globalgrid2050.com/testcode/202609051948/pipeline/	yes	
https://globalgrid2050.com/testcode/202609141350/	yes	
https://globalgrid2050.com/homepage_versions/homepage_v053.html	yes	
https://globalgrid2050.com/pipelinenews_intelligence/202608312056/	yes	
https://globalgrid2050.com/data/grid_studies_public/gb_electricity_price_grid_constraint_evidence_charts.html	yes	
https://ventusltd.github.io/testcode/sandbox/202609051817/	yes	
https://ventusltd.github.io/gb-electricity-ui/uk_energy_tracking_v6/generation_history/new-build.html	yes	
https://globalgrid2050.com/homepage_versions/homepage_v034.html	yes	
https://ventusltd.github.io/testcode/sandbox/202609051152/	yes	
https://globalgrid2050.com/homepage_versions/homepage_v058.html	yes	
https://globalgrid2050.com/data/grid_studies_public/new_york_northeast_cascading_failures.html	yes	
https://globalgrid2050.com/solar-bess-topology-v8/bess-electrical-topology-review/	yes	
https://globalgrid2050.com/uk_renewables_pipeline/v9.4/	yes	
https://ventusltd.github.io/galaxies-wafers/iterations/44-vaccine-immunity/	no	its face says: HTTP 404
https://ventusltd.github.io/testcode/sandbox/202609051932/	yes	
https://globalgrid2050.com/homepage_versions/homepage_v028.html	yes	
https://ventusltd.github.io/galaxies-wafers/iterations/45-deeplink-round-trip/	yes	
https://globalgrid2050.com/pipelinenews_intelligence/202608312145/	yes	
https://globalgrid2050.com/testcode/202609051932/pipeline/	yes	
https://globalgrid2050.com/homepage_versions/homepage_v122.html	yes	
https://ventusltd.github.io/testcode/sandbox/202609060352/atlas/	no	its face says: COMPOSITION FAILED
https://ventusltd.github.io/testcode/sandbox/202609051906/	yes	
https://ventusltd.github.io/testcode/sandbox/202609060509/atlas/	no	its face says: COMPOSITION FAILED
https://globalgrid2050.com/homepage_versions/homepage_v056.html	yes	
https://ventusltd.github.io/gridatlas/atlas/v/202609072337/	yes	
https://ventusltd.github.io/data-gridatlas/202608291410-repd-routing/	yes	
https://ventusltd.github.io/galaxies-wafers/iterations/06-stars-as-engines/	yes	
https://ventusltd.github.io/testcode/sandbox/202609052011/	yes	
https://globalgrid2050.com/uk_renewables_pipeline/202609082224/	yes	
https://globalgrid2050.com/homepage_versions/homepage_v060.html	yes	
https://ventusltd.github.io/galaxies-wafers/iterations/29-rating-envelope/	yes	
https://ventusltd.github.io/testcode/sandbox/202609060351/atlas/	no	its face says: COMPOSITION FAILED
https://globalgrid2050.com/testcode/202609151339/	yes	
https://globalgrid2050.com/uk_renewables_pipeline/202609071221/	yes	
https://ventusltd.github.io/testcode/sandbox/202609060300/atlas/	no	its face says: COMPOSITION FAILED
https://ventusltd.github.io/testcode/sandbox/202609060401/atlas/	no	its face says: COMPOSITION FAILED
https://ventusltd.github.io/solar-electrical-topology-analysis-engine-text-based/v10-development/topology-studio.html	yes	
https://ventusltd.github.io/testcode/sandbox/202609051936/	yes	
https://globalgrid2050.com/testcode/202609151447/	yes	
https://ventusltd.github.io/gridatlas/atlas/v/202609062358/	yes	
